term,category
tomatenpuree,off_corpus
tomatensaft,off_corpus
tomatensauce,off_corpus
tomater,off_corpus
tomates,off_corpus
tomatillos,off_corpus
tomatoes,off_corpus
tomatpur,off_corpus
tomillo,off_corpus
ton,off_corpus
tonijn,off_corpus
tonne,off_corpus
tonnets,off_corpus
tonno,off_corpus
tons,off_corpus
top,off_corpus
topped,off_corpus
topping,off_corpus
toppings,off_corpus
tor,off_corpus
toronto,off_corpus
torr,off_corpus
torrado,off_corpus
tortilla,off_corpus
tortillas,off_corpus
torula,off_corpus
tory,off_corpus
tostada,off_corpus
tostadas,off_corpus
tostado,off_corpus
tostados,off_corpus
tostate,off_corpus
tot,off_corpus
total,off_corpus
totale,off_corpus
totalement,off_corpus
totales,off_corpus
totalmente,off_corpus
tott,off_corpus
touch,off_corpus
toulouse,off_corpus
toumesol,off_corpus
tournesol,off_corpus
tous,off_corpus
tout,off_corpus
toute,off_corpus
toutes,off_corpus
tov,off_corpus
tozu,off_corpus
tr-,off_corpus
tra,off_corpus
tracce,off_corpus
trace,off_corpus
traces,off_corpus
trade,off_corpus
trademark,off_corpus
trademarks,off_corpus
trading,off_corpus
tradition,off_corpus
traditional,off_corpus
tragacanth,off_corpus
tragove,off_corpus
trait,off_corpus
traitement,off_corpus
tranche,off_corpus
tranches,off_corpus
trans,off_corpus
transform,off_corpus
transforme,off_corpus
tratamento,off_corpus
tratamiento,off_corpus
trattato,off_corpus
traube,off_corpus
trauben,off_corpus
traubenmost,off_corpus
traubenmostkonzentrat,off_corpus
traubensaft,off_corpus
traubensaftkonzentrat,off_corpus
traubenzucker,off_corpus
tray,off_corpus
trazas,off_corpus
tre,off_corpus
treacle,off_corpus
treated,off_corpus
treatment,off_corpus
tree,off_corpus
trehalose,off_corpus
tremp,off_corpus
trennmittel,off_corpus
tri,off_corpus
tri-calcium,off_corpus
tric,off_corpus
tricalcico,off_corpus
tricalcique,off_corpus
tricalcium,off_corpus
trico,off_corpus
triethyl,off_corpus
trifosfaten,off_corpus
trifosfato,off_corpus
trifosfatos,off_corpus
triglyceride,off_corpus
triglycerides,off_corpus
trigo,off_corpus
trinatriumcitrat,off_corpus
trinkwasser,off_corpus
tripa,off_corpus
triphosphate,off_corpus
triphosphates,off_corpus
triple,off_corpus
tripolifosfato,off_corpus
tripolyphosphate,off_corpus
tripotassium,off_corpus
tris,off_corpus
trisodique,off_corpus
trisodium,off_corpus
triss,off_corpus
tristearate,off_corpus
triticale,off_corpus
triticum,off_corpus
trivial,off_corpus
trocitos,off_corpus
trocken,off_corpus
tropical,off_corpus
trotz,off_corpus
trozos,off_corpus
truffe,off_corpus
truffes,off_corpus
truffle,off_corpus
truffles,off_corpus
truite,off_corpus
trvanlivost,off_corpus
try,off_corpus
trzcinowy,off_corpus
tsp,off_corpus
tstoff,off_corpus
tstoffer,off_corpus
ttat,off_corpus
tteln,off_corpus
tter,off_corpus
ttigte,off_corpus
ttika,off_corpus
tub,off_corpus
tuber,off_corpus
tuk,off_corpus
tuku,off_corpus
tuky,off_corpus
tum,off_corpus
tumeric,off_corpus
tuna,off_corpus
tuo,off_corpus
tuorlo,off_corpus
turbinado,off_corpus
turkey,off_corpus
turnip,off_corpus
turquie,off_corpus
tuv,off_corpus
tuz,off_corpus
tvar,off_corpus
two,off_corpus
tyl,off_corpus
tyltartriques,off_corpus
tym,off_corpus
typ,off_corpus
type,off_corpus
typical,off_corpus
tzen,off_corpus
tzt,off_corpus
ucar,off_corpus
uchert,off_corpus
ucherter,off_corpus
uchertes,off_corpus
uerungskulturen,off_corpus
uerungsmittel,off_corpus
ufs,off_corpus
uhli,off_corpus
uht,off_corpus
uien,off_corpus
uienpoeder,off_corpus
uipoeder,off_corpus
uit,off_corpus
ulei,off_corpus
uleiuri,off_corpus
ulje,off_corpus
ultra,off_corpus
ultra-filtered,off_corpus
ultrafiltered,off_corpus
uma,off_corpus
umidificante,off_corpus
una,off_corpus
unbleached,off_corpus
unbromated,off_corpus
uncured,off_corpus
und,off_corpus
undefined,off_corpus
under,off_corpus
une,off_corpus
unenriched,off_corpus
unfiltered,off_corpus
unge,off_corpus
ungeh,off_corpus
ungsmittel,off_corpus
ungsmitteln,off_corpus
uni,off_corpus
unilever,off_corpus
union,off_corpus
unique,off_corpus
uniquement,off_corpus
unit,off_corpus
united,off_corpus
units,off_corpus
unjodiert,off_corpus
unmodified,off_corpus
uno,off_corpus
unrefined,off_corpus
uns,off_corpus
unsalted,off_corpus
unsere,off_corpus
unsweetened,off_corpus
unt,off_corpus
unter,off_corpus
until,off_corpus
unu,off_corpus
uova,off_corpus
uovo,off_corpus
uporabno,off_corpus
upotrijebiti,off_corpus
ure,off_corpus
urebakterien,off_corpus
ureester,off_corpus
urekulturen,off_corpus
uren,off_corpus
ureregulator,off_corpus
ureregulatoren,off_corpus
urme,off_corpus
urs,off_corpus
ursprung,off_corpus
urter,off_corpus
urubu,off_corpus
urucum,off_corpus
urungsmittel,off_corpus
usa,off_corpus
usage,off_corpus
uscat,off_corpus
use,off_corpus
used,off_corpus
uses,off_corpus
usine,off_corpus
using,off_corpus
uso,off_corpus
usturoi,off_corpus
uszcz,off_corpus
uszcze,off_corpus
uszczone,off_corpus
uszczowe,off_corpus
uszczowych,off_corpus
uszczu,off_corpus
uten,off_corpus
uter,off_corpus
utilis,off_corpus
utilisant,off_corpus
utilisation,off_corpus
utilise,off_corpus
utiliser,off_corpus
utrzymuj,off_corpus
uva,off_corpus
uvas,off_corpus
uvati,off_corpus
uvoznik,off_corpus
uvre,off_corpus
vac,off_corpus
vaca,off_corpus
vaccinium,off_corpus
vaccino,off_corpus
vache,off_corpus
vacuno,off_corpus
vainilla,off_corpus
vainillina,off_corpus
vaj,off_corpus
vaje,off_corpus
val,off_corpus
valencia,off_corpus
valeur,off_corpus
valeurs,off_corpus
valkosipuli,off_corpus
valley,off_corpus
valn,off_corpus
valoare,off_corpus
valor,off_corpus
valore,off_corpus
valores,off_corpus
valori,off_corpus
value,off_corpus
values,off_corpus
van,off_corpus
vand,off_corpus
vanduo,off_corpus
vaniglia,off_corpus
vanile,off_corpus
vanilie,off_corpus
vanilije,off_corpus
vanilin,off_corpus
vaniljearoma,off_corpus
vanilkov,off_corpus
vanill,off_corpus
vanilla,off_corpus
vanille,off_corpus
vanille-aroma,off_corpus
vanille-extract,off_corpus
vanille-extrakt,off_corpus
vanillearoma,off_corpus
vanilleextrakt,off_corpus
vanillepulver,off_corpus
vanilleschoten,off_corpus
vanillin,off_corpus
vanillina,off_corpus
vanilline,off_corpus
vann,off_corpus
vannamei,off_corpus
vapeur,off_corpus
var,off_corpus
varav,off_corpus
vare,off_corpus
vari,off_corpus
variabile,off_corpus
variable,off_corpus
variables,off_corpus
varied,off_corpus
variedad,off_corpus
variegate,off_corpus
varier,off_corpus
varkenseiwit,off_corpus
varkensvet,off_corpus
varkensvlees,off_corpus
vary,off_corpus
varying,off_corpus
vasslepulver,off_corpus
vatten,off_corpus
veau,off_corpus
ved,off_corpus
vedere,off_corpus
vedi,off_corpus
veg,off_corpus
vegan,off_corpus
vegane,off_corpus
vegano,off_corpus
vegans,off_corpus
vegetabilisk,off_corpus
vegetabiliska,off_corpus
vegetabiliskt,off_corpus
vegetabilsk,off_corpus
vegetabilske,off_corpus
vegetables,off_corpus
vegetais,off_corpus
vegetal,off_corpus
vegetale,off_corpus
vegetales,off_corpus
vegetali,off_corpus
vegetarian,off_corpus
vegetarians,off_corpus
vegetarisch,off_corpus
veggie,off_corpus
vehn,off_corpus
veis,off_corpus
vejce,off_corpus
vel,off_corpus
vend,off_corpus
venkelzaad,off_corpus
ventuelle,off_corpus
ventuelles,off_corpus
vep,off_corpus
ver,off_corpus
vera,off_corpus
verarbeitet,off_corpus
verbrauchen,off_corpus
verde,off_corpus
verdes,off_corpus
verdi,off_corpus
verdickungsmittel,off_corpus
verdikkingsmiddel,off_corpus
verdikkingsmiddelen,off_corpus
verduras,off_corpus
verdure,off_corpus
vereinzelt,off_corpus
veresterd,off_corpus
vergine,off_corpus
verhoudingen,off_corpus
verici,off_corpus
vericiler,off_corpus
verifica,off_corpus
vermicelle,off_corpus
vermicelles,off_corpus
vermicelli,off_corpus
vermouth,off_corpus
verpackt,off_corpus
verpackung,off_corpus
verpakking,off_corpus
verpakt,off_corpus
verse,off_corpus
verser,off_corpus
versetzt,off_corpus
verstevigingsmiddel,off_corpus
vert,off_corpus
verte,off_corpus
vertes,off_corpus
vertrieb,off_corpus
verts,off_corpus
verveine,off_corpus
verwerkt,off_corpus
very,off_corpus
verzadigde,off_corpus
verzehr,off_corpus
verzehren,off_corpus
ves,off_corpus
vesi,off_corpus
vest,off_corpus
vestigios,off_corpus
vet,off_corpus
vete,off_corpus
vetegluten,off_corpus
vetemj,off_corpus
vetten,off_corpus
vetzuren,off_corpus
vez,off_corpus
vezels,off_corpus
vezi,off_corpus
via,off_corpus
viande,off_corpus
viandes,off_corpus
vic,off_corpus
vid,off_corpus
vida,off_corpus
vie,off_corpus
vierge,off_corpus
vietnam,off_corpus
vigne,off_corpus
vin,off_corpus
vinagre,off_corpus
vinaigr,off_corpus
vinaigre,off_corpus
vinaigres,off_corpus
vinaigrette,off_corpus
vine,off_corpus
vine-ripened,off_corpus
vinho,off_corpus
vino,off_corpus
viol,off_corpus
violette,off_corpus
virgem,off_corpus
virgen,off_corpus
virgin,off_corpus
vis,off_corpus
visit,off_corpus
vit,off_corpus
vita,off_corpus
vital,off_corpus
vitalis,off_corpus
vitam,off_corpus
vitamiinit,off_corpus
vitamin,off_corpus
vitamina,off_corpus
vitaminas,off_corpus
vitamine,off_corpus
vitaminen,off_corpus
vitaminer,off_corpus
vitamines,off_corpus
vitamini,off_corpus
vitaminmischung,off_corpus
vitamins,off_corpus
vitl,off_corpus
vitpeppar,off_corpus
vitt,off_corpus
vivi,off_corpus
viz,off_corpus
vlakna,off_corpus
vlo,off_corpus
vloeibare,off_corpus
vnr,off_corpus
voda,off_corpus
vodka,off_corpus
voedingsvezel,off_corpus
voedingswaarde,off_corpus
voedingswaarden,off_corpus
voedingszuren,off_corpus
voedingszuur,off_corpus
voi,off_corpus
voir,off_corpus
vol,off_corpus
volaille,off_corpus
volkoren,off_corpus
volkorentarwemeel,off_corpus
volle,off_corpus
vollei,off_corpus
volleipulver,off_corpus
vollemelkpoeder,off_corpus
vollkorn,off_corpus
vollkorn-haferflocken,off_corpus
vollkornhafer,off_corpus
vollkornhaferflocken,off_corpus
vollmilch,off_corpus
vollmilchpulver,off_corpus
vollmilchschokolade,off_corpus
vollrohrzucker,off_corpus
vollst,off_corpus
volta,off_corpus
volume,off_corpus
volvic,off_corpus
volwassene,off_corpus
vom,off_corpus
von,off_corpus
voor,off_corpus
vor,off_corpus
vos,off_corpus
votre,off_corpus
vous,off_corpus
vre,off_corpus
vrednost,off_corpus
vrije,off_corpus
vrn,off_corpus
vruchten,off_corpus
vruchtensap,off_corpus
vsebuje,off_corpus
vulgare,off_corpus
vulgaris,off_corpus
waar,off_corpus
waarvan,off_corpus
wachsmaisst,off_corpus
wafer,off_corpus
wafers,off_corpus
waffel,off_corpus
wakame,off_corpus
waln,off_corpus
walnoot,off_corpus
walnoten,off_corpus
walnuss,off_corpus
walnusskerne,off_corpus
walnut,off_corpus
walnuts,off_corpus
waniliowy,off_corpus
wapnia,off_corpus
warm,off_corpus
warmte,off_corpus
warning,off_corpus
warnings,off_corpus
warto,off_corpus
warzywa,off_corpus
was,off_corpus
wasabi,off_corpus
wash,off_corpus
wasser,off_corpus
wat,off_corpus
watercress,off_corpus
watermelon,off_corpus
wax,off_corpus
waxy,off_corpus
way,off_corpus
website,off_corpus
weed,off_corpus
week,off_corpus
wei,off_corpus
weichweizenmehl,off_corpus
weidemelk,off_corpus
weight,off_corpus
wein,off_corpus
weinessig,off_corpus
weingeistessig,off_corpus
weins,off_corpus
weipoeder,off_corpus
weitere,off_corpus
weizen,off_corpus
weizenart,off_corpus
weizeneiwei,off_corpus
weizenflocken,off_corpus
weizengluten,off_corpus
weizengrie,off_corpus
weizenkeime,off_corpus
weizenkleber,off_corpus
weizenkleie,off_corpus
weizenmalz,off_corpus
weizenmalzmehl,off_corpus
weizenmehl,off_corpus
weizenprotein,off_corpus
weizensauerteig,off_corpus
weizenst,off_corpus
weizenvollkornflocken,off_corpus
weizenvollkornmehl,off_corpus
well,off_corpus
weniger,off_corpus
werden,off_corpus
west,off_corpus
what,off_corpus
whe,off_corpus
wheat,off_corpus
wheatflour,off_corpus
wheatgrass,off_corpus
when,off_corpus
where,off_corpus
which,off_corpus
while,off_corpus
whipped,off_corpus
whipping,off_corpus
whiskey,off_corpus
whisky,off_corpus
whiteness,off_corpus
whites,off_corpus
whiting,off_corpus
who,off_corpus
whole,off_corpus
wholegrain,off_corpus
wholemeal,off_corpus
wholewheat,off_corpus
why,off_corpus
wie,off_corpus
wieder,off_corpus
wieprzowe,off_corpus
wieprzowy,off_corpus
wijn,off_corpus
wijnazijn,off_corpus
wild,off_corpus
wildflower,off_corpus
wilgo,off_corpus
will,off_corpus
williams,off_corpus
wing,off_corpus
wings,off_corpus
winter,off_corpus
wir,off_corpus
wird,off_corpus
wirken,off_corpus
wisselende,off_corpus
wit,off_corpus
witamina,off_corpus
witaminy,off_corpus
within,off_corpus
without,off_corpus
witte,off_corpus
woda,off_corpus
women,off_corpus
wood,off_corpus
worcester,off_corpus
worden,off_corpus
world,off_corpus
wortel,off_corpus
wortelconcentraat,off_corpus
wortelen,off_corpus
wrap,off_corpus
wrapper,off_corpus
wursth,off_corpus
www,off_corpus
wzmacniacz,off_corpus
xant,off_corpus
xantan,off_corpus
xantana,off_corpus
xantangummi,off_corpus
xanthaangom,off_corpus
xanthane,off_corpus
xarope,off_corpus
xico,off_corpus
xido,off_corpus
xylanase,off_corpus
xylit,off_corpus
xylitol,off_corpus
yaourt,off_corpus
years,off_corpus
yellow,off_corpus
yellowfin,off_corpus
yema,off_corpus
yer,off_corpus
yerba,off_corpus
ykaroma,off_corpus
yodada,off_corpus
yoduro,off_corpus
yoghurt,off_corpus
yoghurtkultur,off_corpus
yogourt,off_corpus
yogur,off_corpus
yogurt,off_corpus
yolks,off_corpus
york,off_corpus
you,off_corpus
young,off_corpus
your,off_corpus
ysjyv,off_corpus
ysmehu,off_corpus
ystenzym,off_corpus
ytnia,off_corpus
yumurta,off_corpus
yuzu,off_corpus
ywcza,off_corpus
ywe,off_corpus
zag,off_corpus
zah,off_corpus
zahar,off_corpus
zaharuri,off_corpus
zahu,off_corpus
zaliszt,off_corpus
zalm,off_corpus
zanahoria,off_corpus
zartbitterschokolade,off_corpus
zasi,off_corpus
zawarto,off_corpus
zawiera,off_corpus
zawieraj,off_corpus
zbo,off_corpus
zea,off_corpus
zealand,off_corpus
zeezout,off_corpus
zem,off_corpus
zemlja,off_corpus
zenleyici,off_corpus
zenzero,off_corpus
zer,off_corpus
zerkleinert,off_corpus
zerkleinerte,off_corpus
zero,off_corpus
zertifiziert,off_corpus
zest,off_corpus
zeste,off_corpus
zestes,off_corpus
zetmeel,off_corpus
zgu,off_corpus
zie,off_corpus
ziegenmilch,off_corpus
ziemne,off_corpus
ziemniaczana,off_corpus
ziemniaki,off_corpus
zijn,off_corpus
zimt,off_corpus
zinc,off_corpus
zinco,off_corpus
zingiber,off_corpus
zink,off_corpus
zinksulfat,off_corpus
zio,off_corpus
zitrone,off_corpus
zitronen,off_corpus
zitronenaroma,off_corpus
zitronenextrakt,off_corpus
zitronengras,off_corpus
zitronens,off_corpus
zitronensaft,off_corpus
zitronensaftkonzentrat,off_corpus
zitronensaftpulver,off_corpus
zitronenschale,off_corpus
zitronenschalen,off_corpus
zlo,off_corpus
zmiennych,off_corpus
zo-frukt,off_corpus
zoete,off_corpus
zoethoutwortelextract,off_corpus
zoetstof,off_corpus
zoetstoffen,off_corpus
zona,off_corpus
zonder,off_corpus
zone,off_corpus
zonnebloem,off_corpus
zonnebloemlecithine,off_corpus
zonnebloemolie,off_corpus
zonnebloempit,off_corpus
zonnebloempitten,off_corpus
zout,off_corpus
zov,off_corpus
zszirup,off_corpus
zubereitung,off_corpus
zucca,off_corpus
zuccheri,off_corpus
zucchero,off_corpus
zucchine,off_corpus
zucchini,off_corpus
zucker,off_corpus
zuckerkul,off_corpus
zuckerr,off_corpus
zuckersirup,off_corpus
zum,off_corpus
zumo,off_corpus
zur,off_corpus
zusatz,off_corpus
zutaten,off_corpus
zuur,off_corpus
zuursel,off_corpus
zuurteregelaar,off_corpus
zuurteregelaars,off_corpus
zwarte,off_corpus
zweifach,off_corpus
zwiebel,off_corpus
zwiebeln,off_corpus
zwiebelpulver,off_corpus
zygochlamys,off_corpus
